trad,ss01,ss02,ss03,ss04,ss05,ss06,ss07
蕘,,荛,,荛,荛,荛,荛
蕙,,,,,,,
蕞,,,,,,,
蕢,,蒉,,蒉,蒉,蒉,蒉
蕤,,,,,,,
蕨,,,,,,芵,
蕩,,荡,,荡,荡,荡,荡
蕪,,芜,蕪.sgp,蕪.sgp,芜,芜,芜
蕭,䔥,萧,䔥,䔥,肖,肖,萧
蕰,,,,,,,
蕲,,,,,,,
蕴,,,,,,蕴.er2,
蕷,,蓣,,蓣,蓣,蓣,蓣
蕹,,,,,,,
蕺,,,,,,,
蕻,,,,,,,
蕾,,,,,,,
薀,,蕰,,蕰,蕰,蕰,蕰
薄,,,,,,薄.er2,
薅,,,,,䒵,䒵,
薇,,,,,,,
薈,,荟,,荟,荟,荟,荟
薊,,蓟,,蓟,蓟,蓟,蓟
薌,,芗,,芗,芗,芗,芗
薏,,,,,,,
薑,,姜,,姜,姜,姜,姜
薔,,蔷,,蔷,蔷,蔷,蔷
薘,,荙,,荙,荙,荙,荙
薛,,,,,,薛.er2,
薜,,,,,,,
薟,,莶,,莶,莶,莶,莶
薤,,,,,,,
薦,荐.kmt,荐,荐,荐,荐,荐,荐
薨,,,,,,,
薩,,萨,,萨,萨,萨,萨
薪,,,,,,,
薮,,,,,,,
薯,,,,,,𦬸,
薰,,,,,,薰.er2,
薳,,䓕,,䓕,䓕,䓕,䓕
薴,,苧,,苧,苧,苧,苧
薷,,,,,,,
薹,,,,,,,
薺,,荠,,荠,荠,荠,荠
藉,,,,,,,
藊,,,,,扁,扁,
藍,,蓝,蓝.sgp,蓝.sgp,兰,兰,蓝
藎,,荩,,荩,荩,荩,荩
藏,,,,,䒙,䒙,
藐,,,,,,秒,
藓,,,,,,,
藕,,,,,,蓲.er2,
藜,,,,,,𦿾,
藝,兿,艺,艺,艺,艺,艺,艺
藤,,,,,,𣳾.er2,
藥,葯.kmt,药,葯,葯,药,药,药
藩,,,,,,,
藪,,薮,,薮,薮,薮,薮
藭,,䓖,,䓖,䓖,䓖,䓖
藶,,苈,,苈,苈,苈,苈
藷,,,,,,,
藹,,蔼,,蔼,蔼,蔼,蔼
藺,,蔺,,蔺,蔺,蔺.er2,蔺
藻,,,,,,,
藿,,,,,,,
蘀,,萚,,萚,萚,萚,萚
蘄,,蕲,,蕲,蕲,蕲,蕲
蘅,,,,,,,
蘆,芦.kmt,芦,,芦,芦,芦,芦
蘇,苏.kmt,苏,苏,苏,苏,苏,苏
蘊,,蕴,,蕴,蕴,蕴.er2,蕴
蘋,,苹,苹,苹,苹,苹,苹
蘑,,,,,,蘑.er2,
蘖,,,,,,孽.er2,
蘗,,,,,,,
蘚,,藓,,藓,藓,藓,藓
蘞,,蔹,,蔹,蔹,蔹,蔹
蘢,,茏,,茏,茏,茏,茏
蘧,,,,,,,
蘩,,,,,,,
蘭,,兰,兰,兰,兰,兰,兰
蘸,,,,,,沾,
蘺,,蓠,,蓠,蓠,蓠,蓠
蘼,,,,,,,
蘿,,萝,,萝,萝,萝,萝
虆,,蔂,,蔂,蔂,蔂,蔂
虍,,,,,,,
虎,,,,,,,
虏,,,,,,,
虐,,,,,虐.er1,虐.er1,
虑,,,,,,,
虔,,,,,,,
處,処,处,处,处,处,处,处
虚,,,,,,,
虛,,虚,,虚,虚,虚,虚
虜,,虏,,虏,虏,虏,虏
虞,,,,,,,
號,号,号,号,号,号,号,号
虢,,,,,,,
虧,,亏,,亏,亏,亏,亏
虫,,,,,,,
虬,,,,,,,
虮,,,,,,,
虯,,虬,,虬,虬,虬,虬
虱,,,,,,,
虹,,,,,,,
虺,,,,,,,
虻,,,,,,,
虼,,,,,,,
虽,,,,,,,
虾,,,,,,,
虿,,,,,,,
蚀,,,,,,,
蚁,,,,,,,
蚂,,,,,,,
蚊,,,,,,,
蚋,,,,,,,
蚌,,,,,,,
蚍,,,,,,,
蚓,,,,,引,引,
蚕,,,,,,,
蚜,,,,,,,
蚝,,,,,,,
蚣,,,,,,,
蚤,,,,,,,
蚧,,,,,,,
蚨,,,,,,,
蚩,,,,,,,
蚪,,,,,斗,斗,
蚬,,,,,,,
蚯,,,,,丘,丘,
蚰,,,,,,,
蚱,,,,,,,
蚴,,,,,,,
蚵,,,,,,,
蚶,,,,,,,
蚺,,,,,,,
蛀,,,,,,,
蛄,,,,,,,
蛆,,,,,,,
蛇,,,,,,,
蛈,,,,,,,
蛉,,,,,,,
蛊,,,,,,,
蛋,,,,,旦,旦,
蛎,,,,,,,
蛏,,,,,,,
蛐,,,,,,,
蛑,,,,,,,
蛔,,,,,,,
蛘,,,,,,,
蛙,,,,,,,
蛛,,,,,,,
蛞,,,,,,,
蛟,,,,,,,
蛤,,,,,,,
蛩,,,,,,,
蛭,,,,,,,
蛮,,,,,,,
蛰,,,,,,,
蛱,,,,,,,
蛲,,,,,,,
蛳,,,,,,,
蛴,,,,,,,
蛸,,,,,,,
蛹,,,,,,,
蛺,,蛱,,蛱,蛱,蛱,蛱
蛻,,蜕,,蜕,蜕,蜕,蜕
蛾,,,,,,,
蜀,,,,,,,
蜂,,,,,,夆,
蜃,,,,,,,
蜆,,蚬,,蚬,蚬,蚬,蚬
蜇,,,,,,,
蜈,,,,,,,
蜉,,,,,,,
蜊,,,,,,,
蜍,,,,,,,
蜒,,,,,,蜒.er2,
蜓,,,,,,𨑳,
蜕,,,,,,,
蜗,,,,,,呙,
蜘,,,,,,,
蜚,,,,,,,
蜜,,,,,,宓,
蜞,,,,,,,
蜡,,,,,,,
蜢,,,,,,蜢.er2,
蜣,,,,,,,
蜥,,,,,,,
蜩,,,,,,,
蜮,,,,,,,
蜱,,,,,,,
蜴,,,,,,,
蜷,,,,,,,
蜻,,,,,,青.er1,
蜾,,,,,,,
蜿,,,,,,,
蝇,,,,,,,
蝈,,,,,,,
蝉,,,,,,,
蝌,,,,,科,科,
蝎,,,,,,,
蝓,,,,,,,
蝕,,蚀,,蚀,蚀,蚀,蚀
蝗,,,,,,,
蝙,,,,,,,
蝟,,猬,,猬,猬,猬,猬
蝠,,,,,,,
蝣,,,,,,,
蝤,,,,,,,
蝥,,,,,,,
蝦,虾,虾,虾,虾,虾,虾,虾
蝨,,虱,,虱,虱,虱,虱
蝮,,,,,,,
蝴,,,,,胡,胡,
蝶,,,,,,蛈,
蝸,,蜗,,蜗,蜗,呙,蜗
蝻,,,,,,蝻.er2,
蝼,,,,,,,
蝾,,,,,,,
螀,,,,,,,
螂,,,,,,,
螃,,,,,,螃.er2,
螄,,蛳,,蛳,蛳,蛳,蛳
螅,,,,,,,
螈,,,,,,,
融,,,,,,,
螓,,,,,,,
螗,,,,,,,
螞,,蚂,,蚂,蚂,蚂,蚂
螟,,,,,,螟.er2,
螢,,萤,,萤,萤,萤,萤
螫,,,,,,,
螬,,,,,,,
螭,,,,,,,
螮,,䗖,,䗖,䗖,䗖,䗖
螯,,,,,,,
螳,,,,,螳.er1,螳.er1,
螵,,,,,,,
螺,,,,,,,
螻,,蝼,,蝼,蝼,蝼,蝼
螽,,,,,,,
螿,,螀,,螀,螀,螀,螀
蟀,,,,,,,
蟄,蛰,蛰,,蛰,蛰,蛰,蛰
蟆,,,,,,,
蟈,,蝈,,蝈,蝈,蝈,蝈
蟊,,,,,,,
蟋,,,,,,,
蟏,,,,,,,
蟑,,,,,,,
蟒,,,,,,,
蟓,,,,,,,
蟛,,,,,,,
蟠,,,,,,,
蟣,,虮,,虮,虮,虮,虮
蟥,,,,,,,
蟪,,,,,,,
蟬,,蝉,,蝉,蝉,蝉,蝉
蟯,,蛲,,蛲,蛲,蛲,蛲
蟲,虫,虫,虫,虫,虫,虫,虫
蟶,,蛏,,蛏,蛏,蛏,蛏
蟹,,蟹.gbk,,,蟹.gbk,蟹.er2,蟹.gbk
蟻,蚁,蚁,蚁,蚁,蚁,蚁,蚁
蟾,,,,,,,
蠃,,,,,,,
蠅,蝇.kmt,蝇,蝇.kmt,蝇.kmt,蝇,蝇,蝇
蠆,,虿,,虿,虿,虿,虿
蠊,,,,,,,
蠍,,蝎,,蝎,蝎,蝎,蝎
蠐,,蛴,,蛴,蛴,蛴,蛴
蠑,,蝾,,蝾,蝾,蝾,蝾
蠓,,,,,蠓.er1,蠓.er1,
蠔,,蚝,,蚝,蚝,蚝,蚝
蠕,,,,,,蠕.er2,
蠖,,,,,,,
蠛,,,,,,,
蠟,,蜡,蜡,蜡,蜡,蜡,蜡
蠡,,,,,,,
蠢,,,,,,𧉾,
蠣,,蛎,,蛎,蛎,蛎,蛎
蠨,,蟏,,蟏,蟏,蟏,蟏
蠱,,蛊,,蛊,蛊,蛊,蛊
蠲,,,,,,,
蠶,蚕,蚕,蚕,蚕,蚕,蚕,蚕
蠹,,,,,,蠹.er2,
蠻,蛮,蛮,蛮,蛮,蛮,蛮,蛮
蠼,,,,,,,
血,,,,,,血.er2,
衄,,,,,,,
衅,,,,,,衅.er2,
衊,,蔑,,蔑,蔑,蔑,蔑
行,,,,,,,
衍,,,,,,,
術,,术,术,术,术,术,术
衔,,,,,,,
衕,,同,,同,同,同,同
街,,,,,亍,亍,
衙,,,,,,,
衚,,胡,,胡,胡,胡,胡
衛,,卫,,卫,卫,卫,卫
衝,,冲,,冲,冲,冲,冲
衡,,,,,,,
衢,,,,,,,
衣,,,,,,,
补,,,,,,䃼,
表,,,,,,,
衩,,,,,叉,叉,
衫,,,,,,𥘎,
衬,,,,,,𥘑,
衭,,,,,,,
衮,,,,,,衮.er2,
衰,,,,,,,
衲,,,,,,,
衷,,,,,,,
衹,,只,,只,只,只,只
衽,,,,,,,
衾,,,,,,,
衿,,,,,,𥘞,
袁,,,,,,,
袂,,,,,,,
袄,,,,,,祅,
袅,,,,,,,
袆,,,,,,,
袈,,,,,,,
袋,,,,,,,
袍,,,,,,𫀆,
袒,,,,,,𥘵,
袖,,,,,,䄂,
袜,,,,,,𥘯,
袞,,衮,,衮,衮,衮.er2,衮
袢,,,,,,𥘽,
袤,,,,,,,
被,,,,,,𬒳,
袭,,,,,,,
袯,,,,,,,
袱,,,,,,伏,
袷,,,,,,,
袼,,,,,,,
裁,,,,,,,
裂,,,,,,,
装,,,,,,,
裆,,,,,,裆.er2,
裈,,,,,,,
裉,,,,,,,
裊,,袅,,袅,袅,袅,袅
裎,,,,,,,
裏,,里,里,里,里,里,里
裒,,,,,,,
裔,,,,,,,
裕,,,,,,𥙿,
裘,,,,,,,
裙,,,,,,𬒽,
補,,补,补,补,补,䃼,补
裝,,装,装,装,装,装,装
裟,,,,,,,
裡,,里,里,里,里,里,里
裢,,,,,,,
裣,,,,,,,
裤,,,,,,,
裥,,,,,,,
裨,,,,,,,
裯,,,,,,,
裰,,,,,,,
裱,,,,,,𬒾,
裳,,,,,,,
裴,,,,,,,
裸,,,,,,祼,
裹,,,,,果,果,
裼,,,,,,,
製,,制,,制,制,制,制
裾,,,,,,,
褂,,,,,,褂.er2,
複,,复,,复,复,复,复
褊,,,,,,,
褌,,裈,,裈,裈,裈,裈
褐,,,,,,褐.er2,
褒,,,,,,,
褓,,,,,,,
褕,,,,,,,
褘,,袆,,袆,袆,袆,袆
褙,,,,,,,
褚,,,,,,,
褛,,,,,,褛.er2,
褡,,,,,,,
褥,,,,,,褥.er2,
褪,,,,,,褪.er2,
褫,,,,,,,
褰,,,,,,,
褲,,裤,衭,衭,裤,䃿,裤
褳,,裢,,裢,裢,裢,裢
褴,,,,,,褴.er2,
褶,,,,,,褶.er2,
褸,,褛,,褛,褛,褛.er2,褛
褻,,亵,,亵,亵,亵,亵
褽,,,,,,,
襁,,,,,,,
襄,,,,,,,
襉,,裥,,裥,裥,裥,裥
襏,,袯,,袯,袯,袯,袯
襕,,,,,,,
襖,,袄,,袄,袄,祅,袄
襝,,裣,,裣,裣,裣,裣
襞,,,,,,,
襟,,,,,,𥘞,
襠,,裆,,裆,裆,裆.er2,裆
襤,,褴,,褴,褴,褴.er2,褴
襦,,,,,,,
襪,袜,袜,袜,袜,袜,𥘯,袜
襬,,䙓,,䙓,䙓,䙓,䙓
襯,,衬,,衬,衬,𥘑,衬
襲,,袭,,袭,袭,袭,袭
襴,,襕,,襕,襕,襕,襕
襻,,,,,,𥘽,
西,,,,,,,
要,,,𡚩,𡚩,,要.er2,
覃,,,,,,,
覄,,,,,,,
覆,覄,复,覄,覄,复,复,
見,,见,,见,见,见,见
覌,,,,,,,
規,,规,,规,规,规,规
覓,,觅,,觅,觅,觅,觅
視,,视,,视,视,视,视
覘,,觇,,觇,觇,觇,觇
覚,,,,,,,
覜,,,,,,,
覡,,觋,,觋,觋,觋,觋
覦,,觎,,觎,觎,觎,觎
親,亲,亲,亲,亲,亲,亲,亲
覬,,觊,,觊,觊,觊,觊
覯,,觏,,觏,觏,觏,觏
覲,,觐,,觐,觐,觐,觐
覷,,觑,,觑,觑,觑,觑
覺,覚,觉,覚,覚,觉,觉,觉
覽,览.sgp,览,览.sgp,览.sgp,览,览,览
覿,,觌,,觌,觌,觌,觌
觀,覌,观,覌,覌,观,观,观
见,,,,,,,
观,,,,,,,
规,,,,,,,
觅,,,,,,,
视,,,,,,,
觇,,,,,,,
览,,,,,,,
觉,,,,,,,
觊,,,,,,,
觋,,,,,,,
觌,,,,,,,
觎,,,,,,,
觏,,,,,,,
觐,,,,,,,
觑,,,,,,,
角,,角.gbk,,,角.gbk,角.er2,角.gbk
觔,,觔.gbk,,,觔.gbk,觔.gbk,觔.gbk
觖,,,,,,,
觚,,,,,,,
觜,,,,,,,
觞,,,,,,,
解,,解.gbk,觧.sgp,觧.sgp,解.gbk,𭷔,解.gbk
觥,,,,,,,
触,,,,,,触.er2,
觫,,,,,,,
觯,,,,,,,
觳,,,,,,,
觴,,觞,,觞,觞,觞,觞
觶,,觯,,觯,觯,觯,觯
觸,,触,触.sgp,触.sgp,触,触.er2,触
觼,,,,,,,
言,,,,,,,
訂,,订,,订,订,订,订
訃,,讣,,讣,讣,讣,讣
訇,,,,,,,
計,,计,,计,计,计,计
訊,,讯,,讯,讯,讯,讯
訌,,讧,,讧,讧,讧,讧
討,,讨,,讨,讨,讨,讨
訏,,,,,,,
訐,,讦,,讦,讦,讦,讦
訑,,,,,,,
訒,,讱,,讱,讱,讱,讱
訓,,训,,训,训,训,训
訕,,讪,,讪,讪,讪,讪
訖,,讫,,讫,讫,讫,讫
託,,托,,托,托,托,托
記,,记,,记,记,记,记
訚,,,,,,,
訛,,讹,,讹,讹,讹,讹
訝,,讶,,讶,讶,讶,讶
訟,,讼,,讼,讼,讼,讼
訢,,䜣,,䜣,䜣,䜣,䜣
訣,,诀,,诀,诀,诀,诀
訥,,讷,,讷,讷,讷,讷
訪,,访,,访,访,访,访
設,,设,,设,设,设,设
許,,许,,许,许,许,许
訴,,诉,,诉,诉,诉,诉
訶,,诃,,诃,诃,诃,诃
診,,诊,,诊,诊,诊,诊
註,,注,,注,注,注,注
証,,证,,,证,证,证
訾,,,,,,,
詁,,诂,,诂,诂,诂,诂
詆,,诋,,诋,诋,诋,诋
詈,,,,,,,
詎,,讵,,讵,讵,讵,讵
詐,,诈,,诈,诈,诈,诈
詒,,诒,,诒,诒,诒,诒
詔,,诏,,诏,诏,诏,诏
評,,评,,评,评,评,评
詖,,诐,,诐,诐,诐,诐
詗,,诇,,诇,诇,诇,诇
詘,,诎,,诎,诎,诎,诎
詚,,,,,,,
詛,,诅,,诅,诅,诅,诅
詞,,词,,词,词,词,词
詟,,,,,,,
詠,,咏,,咏,咏,咏,咏
詡,,诩,,诩,诩,诩,诩
詢,,询,,询,询,询,询
詣,,诣,,诣,诣,诣,诣
試,,试,,试,试,试,试
詨,,,,,,,
詩,,诗,,诗,诗,诗,诗
詫,,诧,,诧,诧,诧,诧
詬,,诟,,诟,诟,诟,诟
詭,,诡,,诡,诡,诡,诡
詮,,诠,,诠,诠,诠,诠
詰,,诘,,诘,诘,诘,诘
話,,话,,话,话,话,话
該,,该,,该,该,该.er2,该
詳,,详,,详,详,详,详
詵,,诜,,诜,诜,诜,诜
詹,,,,,,,
詻,,,,,,,
詼,,诙,,诙,诙,诙,诙
詿,,诖,,诖,诖,诖,诖
誄,,诔,,诔,诔,诔,诔
誅,,诛,,诛,诛,诛,诛
誆,,诓,,诓,诓,匡,诓
誇,,夸,,夸,夸,夸,夸
誉,,,,,,,
誊,,,,,,,
誌,,志,,志,志,志,志
認,,认,,认,认,认,认
誏,,,,,,,
誑,,诳,,诳,诳,诳,诳
誒,,诶,,诶,诶,诶,诶
誓,,,,,,,
誕,,诞,,诞,诞,詚.er2,诞
誘,,诱,,诱,诱,诱,诱
誚,,诮,,诮,诮,诮,诮
語,,语,,语,语,语,语
誠,,诚,,诚,诚,诚,诚
誡,,诫,,诫,诫,戒,诫
誣,,诬,,诬,诬,诬,诬
誤,,误,,误,误,误,误
誥,,诰,,诰,诰,诰,诰
誦,,诵,,诵,诵,诵,诵
誧,,,,,,,
誨,,诲,,诲,诲,诲,诲
說,,说,,说,说,说,说
誰,,谁,,谁,谁,谁.er2,谁
課,,课,,课,课,课,课
誶,,谇,,谇,谇,谇,谇
誹,,诽,,诽,诽,诽,诽
誼,,谊,,谊,谊,谊,谊
誾,,訚,,訚,訚,訚,訚
調,,调,,调,调,调,调
諂,,谄,,谄,谄,谄.er2,谄
諄,,谆,,谆,谆,谆,谆
談,,谈,,谈,谈,谈,谈
諉,,诿,,诿,诿,委,诿
請,,请,,请,请.er1,请.er1,请
諍,,诤,,诤,诤,诤,诤
諏,,诹,,诹,诹,诹,诹
諑,,诼,,诼,诼,诼,诼
諒,,谅,,谅,谅,谅,谅
論,,论,,论,论,论,论
諗,,谂,,谂,谂,谂,谂
諛,,谀,,谀,谀,谀,谀
諜,,谍,,谍,谍,谍,谍
諝,,谞,,谞,谞,谞,谞
諞,,谝,,谝,谝,谝,谝
諡,,谥,,谥,谥,谥.er2,谥
諢,,诨,,诨,诨,诨,诨
諤,,谔,,谔,谔,谔,谔
諦,,谛,,谛,谛,谛,谛
諧,,谐,,谐,谐,谐,谐
諫,,谏,諫.sgp,諫.sgp,谏,谏.er2,谏
諭,,谕,,谕,谕,谕,谕
諮,,谘,,谘,谘,咨,谘
諱,,讳,,讳,讳,讳,讳
諳,,谙,,谙,谙,谙,谙
諶,,谌,,谌,谌,谌,谌
諷,,讽,,讽,讽,讽,讽
諸,,诸,,诸,诸,诸,诸
諺,,谚,,谚,谚,谚,谚
諼,,谖,,谖,谖,谖,谖
諾,,诺,,诺,诺,诺,诺
謀,,谋,,谋,谋,谋,谋
謁,,谒,,谒,谒,谒,谒
謂,,谓,,谓,谓,谓,谓
謄,,誊,,誊,誊,誊,誊
謅,,诌,,诌,诌,诌,诌
謇,,,,,,,
謊,,谎,,谎,谎,谎,谎
謎,,谜,,谜,谜,谜,谜
謐,,谧,,谧,谧,谧,谧
謔,,谑,,谑,谑,谑,谑
謖,,谡,,谡,谡,谡,谡
謗,,谤,,谤,谤,谤.er2,谤
謙,,谦,,谦,谦.er1,谦.er1,谦
謚,,谥,,谥,谥,谥.er2,谥
講,,讲,𮗻,𮗻,讲,讲,讲
謝,,谢,,谢,谢,谢.er2,谢
謠,,谣,,谣,谣,𫍚,谣
謦,,,,,,,
謨,,谟,,谟,谟,谟,谟
謫,,谪,,谪,谪,谪,谪
謬,,谬,,谬,谬,谬,谬
謳,謳.kmt,讴,,讴,讴,讴,讴
謹,,谨,,谨,谨,谨,谨
謾,,谩,,谩,谩,谩,谩
譁,,哗,,哗,哗,哗,哗
譅,,䜧,,䜧,䜧,䜧,䜧
譆,,,,,,,
證,,证,証,証,证,证,证
譎,,谲,,谲,谲,谲,谲
譏,,讥,𮗸,𮗸,讥,讥,讥
譖,,谮,,谮,谮,谮,谮
識,䛊,识,䛊,识,识,识,识
譙,,谯,,谯,谯,谯,谯
譚,,谭,,谭,谭,谭,谭
譜,,谱,,谱,谱,谱,谱
譟,,,,,,,
警,,,,,,警.er2,
譫,,谵,,谵,谵,谵,谵
譬,,,,,,,
譭,,毁,,毁,毁,毁,毁
譯,,译,译.sgp,译.sgp,译,译,译
議,议.sgp,议,议.sgp,议.sgp,议,议,议
譴,,谴,,谴,谴,谴.er2,谴
護,,护,,护,护,护,护
譸,,诪,,诪,诪,诪,诪
譽,誉,誉,誉,誉,誉,誉,誉
譾,,谫,,谫,谫,谫,谫
讀,読.kmt,读,读.sgp,读.sgp,读,读,读
讅,,谉,,谉,谉,谉,谉
變,变,变,变,变,变,变,变
讋,,詟,,詟,詟,詟,詟
讎,,仇,,雠,雠,雠,雠
讒,,谗,,谗,谗,谗,谗
讓,,让,誏,誏,让,让,让
讕,,谰,,谰,讕.er1,讕.er1,谰
讖,,谶,,谶,谶,谶,谶
讚,,赞,,赞,赞,赞,赞
讜,,谠,,谠,谠,谠,谠
讞,,谳,,谳,谳,谳,谳
计,,,,,,,
订,,,,,,,
讣,,,,,,,
认,,,,,,,
讥,,,,,,,
讦,,,,,,,
讧,,,,,,,
讨,,,,,,,
让,,,,,,,
讪,,,,,,,
讫,,,,,,,
训,,,,,,,
议,,,,,,,
讯,,,,,,,
记,,,,,,,
讱,,,,,,,
讲,,,,,,,
讳,,,,,,,
讴,,,,,,,
讵,,,,,,,
讶,,,,,,,
讷,,,,,,,
许,,,,,,,
讹,,,,,,,
论,,,,,,,
讼,,,,,,,
讽,,,,,,,
设,,,,,,,
访,,,,,,,
诀,,,,,,,
证,,,,,,,
诂,,,,,,,
诃,,,,,,,
评,,,,,,,
诅,,,,,,,
识,,,,,,,
诇,,,,,,,
诈,,,,,,,
诉,,,,,,,
诊,,,,,,,
诋,,,,,,,
诌,,,,,,,
词,,,,,,,
诎,,,,,,,
诏,,,,,,,
诐,,,,,,,
译,,,,,,,
诒,,,,,,,
诓,,,,,,匡,
诔,,,,,,,
试,,,,,,,
诖,,,,,,,
诗,,,,,,,
诘,,,,,,,
诙,,,,,,,
诚,,,,,,,
诛,,,,,,,
诜,,,,,,,
话,,,,,,,
诞,,,,,,詚.er2,
诟,,,,,,,
诠,,,,,,,
诡,,,,,,,
询,,,,,,,
诣,,,,,,,
诤,,,,,,,
该,,,,,,该.er2,
详,,,,,,,
诧,,,,,,,
诨,,,,,,,
诩,,,,,,,
诪,,,,,,,
诫,,,,,,戒,
诬,,,,,,,
语,,,,,,,
诮,,,,,,,
误,,,,,,,
诰,,,,,,,
诱,,,,,,,
诲,,,,,,,
诳,,,,,,,
说,,,,,,,
诵,,,,,,,
诶,,,,,,,
请,,,,,请.er1,请.er1,
诸,,,,,,,
诹,,,,,,,
诺,,,,,,,
读,,,,,,,
诼,,,,,,,
诽,,,,,,,
课,,,,,,,
诿,,,,,,委,
谀,,,,,,,
谁,,,,,,谁.er2,
谂,,,,,,,
调,,,,,,,
谄,,,,,,谄.er2,
谅,,,,,,,
谆,,,,,,,
谇,,,,,,,
谈,,,,,,,
谉,,,,,,,
谊,,,,,,,
谋,,,,,,,
谌,,,,,,,
谍,,,,,,,
谎,,,,,,,
谏,,,,,,,
谐,,,,,,,
谑,,,,,,,
谒,,,,,,,
谓,,,,,,,
谔,,,,,,,
谕,,,,,,,
谖,,,,,,,
谗,,,,,,,
谘,,,,,,咨,
谙,,,,,,,
谚,,,,,,,
谛,,,,,,,
谜,,,,,,,
谝,,,,,,,
谞,,,,,,,
谟,,,,,,,
谠,,,,,,,
谡,,,,,,,
谢,,,,,,谢.er2,
谣,,,,,,𫍚,
谤,,,,,,谤.er2,
谥,,,,,,谥.er2,
谦,,,,,,,
谧,,,,,,,
谨,,,,,,,
谩,,,,,,,
谪,,,,,,,
谫,,,,,,,
谬,,,,,,,
谭,,,,,,,
谮,,,,,,,
谯,,,,,,,
谰,,,,,讕.er1,讕.er1,
谱,,,,,,,
谲,,,,,,,
谳,,,,,,,
谴,,,,,,谴.er2,
谵,,,,,,,
谶,,,,,,,
谷,,,,,,,
谿,,,,,,,
豁,,,,,,,
豆,,,,,,,
豇,,,,,江,江,
豈,岂.kmt,岂,,岂,岂,岂,岂
豉,,,,,,,
豌,,,,,,宛,
豎,,竖,,竖,竖,竖,竖
豐,丰,丰,丰,丰,丰,丰,丰
豔,艳,艳,艳,艳,艳,艳,艳
豕,,,,,,,
豚,,,,,,,
象,,象.gbk,,,象.gbk,象.er2,象.gbk
豢,,,,,,,
豪,,,,,,,
豫,,,,,予,予,
豬,,猪,,猪,猪,猪,猪
豭,,,,,,,
豮,,,,,,,
豳,,,,,,,
豶,,豮,,豮,豮,豮,豮
豸,,,,,,,
豹,,,,,,犳,
豺,,,,,,犲,
貂,,,,,,㹦,
貅,,,,,,,
貉,,,,,,狢,
貊,,,,,,,
貌,皃,,皃,皃,皃,皃,
貍,,狸,,狸,狸,狸,狸
貓,,猫,猫,猫,猫,猫,猫
貔,,,,,,,
貘,,,,,,獏,
貙,,䝙,,䝙,䝙,䝙,䝙
貝,,贝,,贝,贝,贝,贝
貞,,贞,,贞,贞,贞,贞
負,,负,,负,负,负,负
財,,财,,财,财,财,财
貢,,贡,,贡,贡,贡,贡
貧,,贫,,贫,贫,贫,贫
貨,,货,,货,货,货,货
販,,贩,,贩,贩,贩,贩
貪,,贪,,贪,贪,贪,贪
貫,,贯,,贯,贯,贯,贯
責,,责,,责,责,责,责
貭,,,,,,,
貯,,贮,,贮,贮,㑁,贮
貰,,贳,,贳,贳,贳,贳
貲,,赀,,赀,赀,赀,赀
貳,,贰,,贰,弍,弍,贰
貴,,贵,,贵,贵,贵,贵
貶,,贬,,贬,贬,贬,贬
買,,买,,买,买,买,买
貸,,贷,,贷,贷,贷,贷
貺,,贶,,贶,贶,贶,贶
費,,费,,费,费,弗,费
貼,,贴,,贴,贴,贴,贴
貽,,贻,,贻,贻,贻,贻
貿,,贸,,贸,贸,贸.er2,贸
賀,,贺,,贺,贺,贺,贺
賁,,贲,,贲,贲,贲,贲
賂,,赂,,赂,赂,赂,赂
賃,,赁,,赁,赁,赁,赁
賄,,贿,,贿,贿,贿,贿
賅,,赅,,赅,赅,赅.er2,赅
資,,资,,资,资,资,资
賈,,贾,,贾,贾,贾,贾
賊,,贼,,贼,贼,贼,贼
賍,,,,,,,
賑,,赈,,赈,赈,赈,赈
賒,,赊,,赊,赊,赊,赊
賓,宾,宾,宾,宾,宾,宾,宾
賕,,赇,,赇,赇,赇,赇
賙,,赒,,赒,赒,赒,赒
賚,,赉,,赉,赉,赉,赉
賛,,,,,,,
賜,,赐,,赐,赐.er1,赐.er1,赐
賞,,赏,,赏,赏,赏,赏
賠,,赔,,赔,赔,赔,赔
賡,,赓,,赓,赓,赓,赓
賢,賢.kmt,贤,,贤,贤,贤,贤
賣,売.kmt,卖,卖.sgp,卖.sgp,卖,卖,卖
賤,,贱,賎.sgp,賎.sgp,贱,贱,贱
賦,,赋,,赋,赋,赋,赋
賧,,赕,,赕,赕,赕,赕
質,貭,质,貭,貭,质,质,质
賬,账.kmt,账,,账,帐,帐,账
賭,,赌,,赌,赌,赌,赌
賰,,䞐,,䞐,䞐,䞐,䞐
賴,,赖,,赖,赖,赖,赖
賵,,赗,,赗,赗,赗,赗
賸,,,,,,,
賺,,赚,,赚,赚,赚.er2,赚
賻,,赙,,赙,赙,赙,赙
購,,购,,购,购,购,购
賽,,赛,𡧳,𡧳,𡧳,𡧳,赛
賾,,赜,,赜,赜,赜,赜
贄,,贽,,贽,贽,贽,贽
贅,,赘,,赘,赘,赘,赘
贇,,赟,,赟,赟,赟,赟
贈,,赠,,赠,赠,赠,赠
贊,賛,赞,,赞,賛.er1,賛.er1,赞
贍,,赡,,赡,赡,赡,赡
贏,,赢,,赢,赢,盈.er2,赢
贐,,赆,,赆,赆,赆,赆
贓,賍,赃,,赃,赃,赃,赃
贔,,赑,,赑,赑,赑,赑
